FECHA EVENTO,ESTADO,MUNICIPIO,CORTA,LARGA,TOTAL,CARGS,GDAS,CARTS,
22-ago-18,TLAX.,"NATIVITAS, TLAX.",1,1,2,0,0,0,
23-ago-18,N.L.,"MONTERREY, N.L.",1,1,2,2,0,363,
23-ago-18,TAMPS.,"MATAMOROS, TAMPS.",2,0,2,0,0,0,
23-ago-18,Q. ROO,"OTHON P. BLANCO, Q. ROO",2,0,2,3,0,403,
24-ago-18,TAMPS.,"TAMPICO, TAMPS.",1,1,2,1,1,35,
25-ago-18,MEX.,"ZACUALPAN, MEX.",1,1,2,0,0,1,
27-ago-18,B.C.,"TIJUANA, B.C.",2,0,2,0,0,0,
27-ago-18,COAH.,"PIEDRAS NEGRAS, COAH.",1,1,2,0,0,0,
27-ago-18,MEX.,"CHICOLOAPAN, MEX.",2,0,2,0,0,0,
28-ago-18,TAMPS.,"VICTORIA, TAMPS.",2,0,2,2,0,0,
28-ago-18,TAMPS.,"NUEVO LAREDO, TAMPS.",2,0,2,2,0,25,
28-ago-18,SIN.,"CHOIX, SIN.",2,0,2,0,0,0,
28-ago-18,VER.,"ALAMO, VER.",2,0,2,0,0,0,
28-ago-18,MEX.,"TLALNEPANTLA DE BAZ, MEX.",2,0,2,1,0,0,
28-ago-18,MEX.,"IXTAPAN DE LA SAL, MEX.",0,2,2,0,0,0,
28-ago-18,TLAX.,"SAN PABLO DEL MONTE, TLAX.",2,0,2,0,0,0,
28-ago-18,MOR.,"TEPOZTLAN, MOR.",2,0,2,45,0,6,
29-ago-18,COAH.,"TORREÓN, COAH.",2,0,2,0,0,16,
29-ago-18,N.L.,"SANTA CATARINA, N.L.",1,1,2,0,0,0,
29-ago-18,TLAX.,"SAN PABLO DEL MONTE, TLAX.",1,1,2,0,0,0,
29-ago-18,COAH.,"PIEDRAS NEGRAS, COAH.",0,2,2,0,0,0,
30-ago-18,TLAX.,"SAN PABLO DEL MONTE, TLAX.",2,0,2,0,0,0,
31-ago-18,TAMPS.,"TAMPICO, TAMPS.",1,1,2,1,0,0,
02-sep-18,TAMPS.,"REYNOSA, TAMPS.",1,1,2,1,0,5,
03-sep-18,TAMPS.,"REYNOSA, TAMPS.",1,1,2,1,0,5,
03-sep-18,AGS.,"AGS., AGS.",2,0,2,0,0,0,
04-sep-18,B.C.,"MEXICALI, B.C.",1,1,2,0,0,0,
04-sep-18,VER.,"BOCA DEL RIO, VER.",2,0,2,0,0,93,
05-sep-18,MEX.,"NEZAHUALCOYOTL, MEX.",2,0,2,0,0,14,
05-sep-18,MEX.,"TOLUCA, MEX.",1,1,2,0,1,382,
05-sep-18,VER.,"XALAPA, VER.",0,2,2,0,0,0,
06-sep-18,COAH.,"PIEDRAS NEGRAS, COAH.",0,2,2,0,0,0,
06-sep-18,AGS.,"AGS., AGS.",1,1,2,1,0,0,
07-sep-18,TAMPS.,"VICTORIA, TAMPS.",2,0,2,2,0,10,
07-sep-18,MEX.,"TOLUCA, MEX.",1,1,2,0,0,3855,
07-sep-18,VER.,"VER., VER.",1,1,2,10,0,279,
07-sep-18,MEX.,"AMECAMECA, MEX.",2,0,2,0,0,49,
08-sep-18,VER.,"XALAPA, VER.",2,0,2,12,0,35,
08-sep-18,B.C.,"TIJUANA, B.C.",2,0,2,0,0,0,
10-sep-18,MOR.,"CUERNAVACA, MOR.",2,0,2,0,0,172,
11-sep-18,MOR.,"CUERNAVACA, MOR.",2,0,2,2,0,0,
11-sep-18,COAH.,"TORREÓN, COAH.",1,1,2,0,0,0,
11-sep-18,ZAC.,"FRESNILLO, ZAC.",2,0,2,0,0,239,
12-sep-18,MOR.,"TEPOZTLAN, MOR.",1,1,2,0,0,21,
12-sep-18,MOR.,"CUERNAVACA, MOR.",2,0,2,0,7,751,
13-sep-18,TAMPS.,"VICTORIA, TAMPS.",2,0,2,0,0,0,
14-sep-18,D.F.,"XOCHIMILCO, D.F.",1,1,2,0,0,0,
14-sep-18,B.C.,"TIJUANA, B.C.",0,2,2,0,0,0,
14-sep-18,ZAC.,"GUADALUPE, ZAC.",0,2,2,0,0,0,
17-sep-18,MEX.,"TOLUCA, MEX.",2,0,2,1,0,3546,
17-sep-18,CHIH.,"DELICIAS, CHIH.",1,1,2,0,0,50,
18-sep-18,MEX.,"TOLUCA, MEX.",2,0,2,0,0,5,
20-sep-18,ZAC.,"GUADALUPE, ZAC.",2,0,2,2,0,14,
20-sep-18,MOR.,"TETELA DEL VOLCAN, MOR.",0,2,2,0,0,0,
21-sep-18,MOR.,"TETELA DEL VOLCAN, MOR.",1,1,2,0,0,0,
22-sep-18,B.C.,"MEXICALI, B.C.",1,1,2,0,0,0,
22-sep-18,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,0,0,0,
23-sep-18,N.L.,"MELCHOR OCAMPO, N.L.",2,0,2,0,0,0,
24-sep-18,MOR.,"CUERNAVACA, MOR.",1,1,2,0,0,1472,
25-sep-18,MEX.,"RAYON, MEX.",2,0,2,1,0,0,
25-sep-18,MEX.,"ECATEPEC DE MOR., MEX.",2,0,2,0,1,5058,
26-sep-18,VER.,"POZA RICA DE HGO., VER.",0,2,2,0,0,92,
27-sep-18,MEX.,"RAYON, MEX.",1,1,2,0,0,0,
28-sep-18,VER.,"POZA RICA DE HGO., VER.",0,2,2,0,0,92,
01-oct-18,AGS.,"AGS., AGS.",2,0,2,0,0,0,
03-oct-18,DGO.,"GOMEZ PALACIO, DGO.",1,1,2,0,0,0,
03-oct-18,GTO.,"LEON, GTO.",2,0,2,0,0,0,
04-oct-18,AGS.,"AGS., AGS.",2,0,2,0,0,3,
05-oct-18,MEX.,"LERMA, MEX.",1,1,2,0,0,4124,
05-oct-18,AGS.,"AGS., AGS.",1,1,2,0,0,513,
06-oct-18,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,0,0,0,
06-oct-18,MEX.,"LERMA, MEX.",1,1,2,1,0,0,
06-oct-18,MEX.,"IXTAPALUCA, MEX.",2,0,2,2,0,50,
08-oct-18,COAH.,"SAN PEDRO, COAH.",1,1,2,0,0,0,
08-oct-18,MEX.,"VILLA VICTORIA, MEX.",2,0,2,0,0,2,
08-oct-18,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,0,0,0,
09-oct-18,COAH.,"PIEDRAS NEGRAS, COAH.",1,1,2,0,0,0,
09-oct-18,S.L.P.,"SAN LUIS POTOSI, S.L.P.",1,1,2,5,0,919,
10-oct-18,B.C.,"TIJUANA, B.C.",0,2,2,0,0,0,
10-oct-18,COAH.,"PIEDRAS NEGRAS, COAH.",0,2,2,0,0,300,
11-oct-18,MEX.,"TEPOTZOTLAN, MEX.",1,1,2,1,0,1818,
12-oct-18,MEX.,"TEPOTZOTLAN, MEX.",2,0,2,1,0,3763,
15-oct-18,B.C.,"TIJUANA, B.C.",0,2,2,0,0,0,
15-oct-18,S.L.P.,"SAN LUIS POTOSI, S.L.P.",1,1,2,0,0,0,
15-oct-18,S.L.P.,"MATEHUALA, S.L.P.",2,0,2,0,0,0,
16-oct-18,MEX.,"NAUCALPAN DE JUAREZ, MEX.",1,1,2,0,0,25,
16-oct-18,DGO.,"GOMEZ PALACIO, DGO.",2,0,2,0,0,0,
16-oct-18,COAH.,"PIEDRAS NEGRAS, COAH.",2,0,2,0,0,0,
17-oct-18,MEX.,"NAUCALPAN DE JUAREZ, MEX.",2,0,2,10,0,10,
17-oct-18,MEX.,"ATIZAPAN, MEX.",2,0,2,141,0,0,
17-oct-18,SIN.,"ROSARIO, SIN.",2,0,2,0,0,0,
18-oct-18,MEX.,"HUEHUETOCA, MEX.",1,1,2,0,11,0,
18-oct-18,S.L.P.,"MATEHUALA, S.L.P.",1,1,2,0,0,0,
18-oct-18,SIN.,"ROSARIO, SIN.",0,2,2,0,0,0,
19-oct-18,B.C.,"TIJUANA, B.C.",0,2,2,0,0,0,
22-oct-18,GTO.,"LEON, GTO.",1,1,2,0,4,0,
22-oct-18,ZAC.,"FRESNILLO, ZAC.",1,1,2,0,0,1006,
22-oct-18,B.C.,"TIJUANA, B.C.",0,2,2,0,0,0,
22-oct-18,D.F.,"VENUSTIANO CARRANZA, D.F.",2,0,2,0,0,0,
22-oct-18,B.C.,"TIJUANA, B.C.",0,2,2,0,0,0,
23-oct-18,B.C.,"TIJUANA, B.C.",0,2,2,0,0,0,
23-oct-18,B.C.,"TIJUANA, B.C.",0,2,2,0,0,0,
23-oct-18,COAH.,"ACUÑA, COAH.",0,2,2,0,0,0,
23-oct-18,ZAC.,"GUADALUPE, ZAC.",1,1,2,2,0,0,
24-oct-18,COAH.,"PIEDRAS NEGRAS, COAH.",0,2,2,0,0,0,
25-oct-18,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,0,0,0,
25-oct-18,MEX.,"TECAMAC, MEX.",2,0,2,0,0,115,
25-oct-18,MEX.,"LA PAZ, MEX.",1,1,2,0,0,0,
26-oct-18,ZAC.,"GUADALUPE, ZAC.",2,0,2,8,0,50,
26-oct-18,MEX.,"LA PAZ, MEX.",2,0,2,2,12,163,
27-oct-18,COAH.,"MÚZQUIZ, COAH.",1,1,2,0,0,315,
30-oct-18,COAH.,"PIEDRAS NEGRAS, COAH.",0,2,2,0,0,0,
30-oct-18,D.F.,"COYOACAN, D.F.",2,0,2,0,0,1087,
31-oct-18,MEX.,"XONACATLAN, MEX.",2,0,2,0,0,0,
01-nov-18,CHIH.,"JUÁREZ, CHIH.",1,1,2,1,0,263,
01-nov-18,MEX.,"XONACATLAN, MEX.",0,2,2,0,0,56,
01-nov-18,MEX.,"TECAMAC, MEX.",2,0,2,0,0,0,
02-nov-18,MEX.,"TECAMAC, MEX.",2,0,2,1,0,50,
07-nov-18,CHIH.,"JUÁREZ, CHIH.",1,1,2,0,0,339,
08-nov-18,CHIH.,"JUÁREZ, CHIH.",2,0,2,5,0,240,
08-nov-18,COAH.,"TORREÓN, COAH.",1,1,2,0,0,0,
10-nov-18,COAH.,"MÚZQUIZ, COAH.",2,0,2,0,0,0,
12-nov-18,MEX.,"EL ORO, MEX.",0,2,2,0,0,0,
14-nov-18,MEX.,"EL ORO, MEX.",0,2,2,1,0,0,
15-nov-18,D.F.,"CUAJIMALPA DE MOR., D.F.",2,0,2,0,0,0,
16-nov-18,MEX.,"TEPETLAOXTOC, MEX.",2,0,2,0,0,1277,
16-nov-18,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,0,0,0,
17-nov-18,MEX.,"EL ORO, MEX.",2,0,2,1,0,0,
19-nov-18,CHIH.,"JUÁREZ, CHIH.",1,1,2,5,0,658,
20-nov-18,MEX.,"TENANGO DEL VALLE, MEX.",2,0,2,0,0,0,
21-nov-18,MEX.,"TENANGO DEL VALLE, MEX.",2,0,2,0,15,0,
21-nov-18,COAH.,"PIEDRAS NEGRAS, COAH.",1,1,2,0,0,150,
23-nov-18,TAMPS.,"ALTAMIRA, TAMPS.",2,0,2,1,0,0,
23-nov-18,MEX.,"TENANGO DEL VALLE, MEX.",2,0,2,1,0,0,
24-nov-18,COAH.,"PIEDRAS NEGRAS, COAH.",1,1,2,1,0,0,
03-dic-18,SIN.,"ANGOSTURA, SIN.",2,0,2,0,5,0,
05-dic-18,SIN.,"MAZATLAN, SIN.",2,0,2,0,0,0,
07-dic-18,B.C.,"MEXICALI, B.C.",1,1,2,0,0,0,
10-dic-18,SIN.,"CULIACAN, SIN.",1,1,2,0,0,0,
13-dic-18,S.L.P.,"SAN LUIS POTOSI, S.L.P.",1,1,2,0,0,0,
13-dic-18,SIN.,"MAZATLAN, SIN.",2,0,2,0,0,0,
13-dic-18,SIN.,"BADIRAGUATO, SIN.",2,0,2,0,0,0,
17-dic-18,SIN.,"BADIRAGUATO, SIN.",1,1,2,0,1,0,
18-dic-18,SIN.,"MAZATLAN, SIN.",2,0,2,0,0,0,
18-dic-18,TAMPS.,"TAMPICO, TAMPS.",2,0,2,0,0,0,
19-dic-18,SIN.,"MAZATLAN, SIN.",1,1,2,0,0,0,
19-dic-18,B.C.,"TIJUANA, B.C.",1,1,2,0,0,0,
22-dic-18,TAB.,"EMILIANO ZAPATA, TAB.",1,1,2,0,0,0,
25-ene-19,CAMP.,"ESCÁRCEGA, CAMP.",1,1,2,0,0,0,
27-ene-19,HGO.,"TEZONTEPEC DE ALDAMA, HGO.",0,2,2,0,0,0,
28-ene-19,COAH.,"PIEDRAS NEGRAS, COAH.",0,2,2,0,0,67,
01-feb-19,COAH.,"PIEDRAS NEGRAS, COAH.",0,2,2,0,0,256,
11-feb-19,GRO.,"COYUCA DE CATALAN, GRO.",0,2,2,0,0,2396,
20-feb-19,ZAC.,"ZAC., ZAC.",1,1,2,0,1,0,
22-feb-19,COAH.,"PIEDRAS NEGRAS, COAH.",2,0,2,0,0,0,
25-feb-19,ZAC.,"GUADALUPE, ZAC.",2,0,2,16,1,335,
26-feb-19,ZAC.,"ZAC., ZAC.",0,2,2,0,0,0,
27-feb-19,ZAC.,"GUADALUPE, ZAC.",2,0,2,7,0,80,
27-feb-19,COAH.,"PIEDRAS NEGRAS, COAH.",0,2,2,0,0,300,
27-feb-19,DGO.,"GOMEZ PALACIO, DGO.",2,0,2,0,0,0,
28-feb-19,GTO.,"SAN LUIS DE LA PAZ, GTO.",1,1,2,0,0,0,
01-mar-19,DGO.,"GOMEZ PALACIO, DGO.",2,0,2,0,0,0,
03-mar-19,CHIS.,"TAPACHULA, CHIS.",2,0,2,0,0,114,
07-mar-19,GTO.,"SAN LUIS DE LA PAZ, GTO.",2,0,2,0,0,0,
08-mar-19,GTO.,"SAN LUIS DE LA PAZ, GTO.",1,1,2,0,0,0,
08-mar-19,ZAC.,"FRESNILLO, ZAC.",1,1,2,3,0,3000,
09-mar-19,CHIS.,"TAPACHULA, CHIS.",2,0,2,0,0,300,
12-mar-19,COAH.,"MATAMOROS, COAH.",1,1,2,4,0,0,
12-mar-19,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
12-mar-19,ZAC.,"GUADALUPE, ZAC.",2,0,2,29,0,960,
13-mar-19,ZAC.,"ZAC., ZAC.",2,0,2,3,0,0,
14-mar-19,COAH.,"FRANCISCO I. MADERO, COAH.",2,0,2,0,0,0,
15-mar-19,ZAC.,"ZAC., ZAC.",0,2,2,0,0,0,
19-mar-19,S.L.P.,"SOLEDAD DE GRACIANO SANCHEZ, S.L.P.",2,0,2,4,0,0,
19-mar-19,COAH.,"FRANCISCO I. MADERO, COAH.",1,1,2,0,0,0,
20-mar-19,S.L.P.,"SOLEDAD DE GRACIANO SANCHEZ, S.L.P.",0,2,2,0,0,0,
20-mar-19,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,2,9,0,
21-mar-19,COAH.,"MATAMOROS, COAH.",0,2,2,0,0,0,
21-mar-19,S.L.P.,"SAN LUIS POTOSI, S.L.P.",1,1,2,4,0,0,
22-mar-19,S.L.P.,"SOLEDAD DE GRACIANO SANCHEZ, S.L.P.",1,1,2,0,4,0,
23-mar-19,COAH.,"ACUÑA, COAH.",0,2,2,0,0,150,
26-mar-19,S.L.P.,"SAN LUIS POTOSI, S.L.P.",1,1,2,0,1,0,
27-mar-19,S.L.P.,"CIUDAD VALLES, S.L.P.",2,0,2,4,0,0,
28-mar-19,COAH.,"SALTILLO, COAH.",1,1,2,0,0,253,
28-mar-19,COAH.,"MONCLOVA, COAH.",1,1,2,0,0,88,
29-mar-19,JAL.,"CIHUATLAN, JAL.",1,1,2,0,1,0,
31-mar-19,S.L.P.,"SAN LUIS POTOSI, S.L.P.",1,1,2,0,3,0,
01-abr-19,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,5,0,0,
02-abr-19,CD. MÉX.,"XOCHIMILCO, CD. MÉX.",1,1,2,0,0,32,
03-abr-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",2,0,2,0,0,23,
08-abr-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",1,1,2,0,0,100,
10-abr-19,ZAC.,"GUADALUPE, ZAC.",1,1,2,0,0,0,
11-abr-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",2,0,2,0,0,50,
15-abr-19,CD. MÉX.,"ALVARO OBREGON, CD. MÉX.",1,1,2,0,0,89,
22-abr-19,S.L.P.,"CIUDAD VALLES, S.L.P.",2,0,2,3,0,0,
30-abr-19,CD. MÉX.,"ALVARO OBREGON, CD. MÉX.",1,1,2,0,1,47,
30-abr-19,COAH.,"ACUÑA, COAH.",0,2,2,0,0,0,
09-may-19,CD. MÉX.,"AZCAPOTZALCO, CD. MÉX.",1,1,2,0,0,158,
10-may-19,CD. MÉX.,"TLALPAN, CD. MÉX.",2,0,2,0,0,672,
13-may-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",2,0,2,0,0,84,
14-may-19,CD. MÉX.,"AZCAPOTZALCO, CD. MÉX.",0,2,2,0,0,1113,
15-may-19,ZAC.,"GUADALUPE, ZAC.",2,0,2,3,0,33,
16-may-19,CHIH.,"JUÁREZ, CHIH.",2,0,2,23,0,270,
17-may-19,CD. MÉX.,"AZCAPOTZALCO, CD. MÉX.",2,0,2,0,0,375,
21-may-19,ZAC.,"FRESNILLO, ZAC.",2,0,2,2,0,0,
24-may-19,CD. MÉX.,"MILPA ALTA, CD. MÉX.",2,0,2,0,1,25,
27-may-19,CD. MÉX.,"MILPA ALTA, CD. MÉX.",0,2,2,0,0,70,
27-may-19,COAH.,"SALTILLO, COAH.",0,2,2,4,0,397,
27-may-19,COAH.,"RAMOS ARIZPE, COAH.",1,1,2,1,0,18,
28-may-19,COAH.,"PIEDRAS NEGRAS, COAH.",0,2,2,0,0,0,
30-may-19,CD. MÉX.,"MILPA ALTA, CD. MÉX.",2,0,2,0,0,45,
31-may-19,MÉX.,"ECATEPEC DE MOR., MEX.",2,0,2,0,0,0,
03-jun-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",1,1,2,0,0,60,
07-jun-19,ZAC.,"FRESNILLO, ZAC.",2,0,2,0,0,0,
07-jun-19,DGO.,"GOMEZ PALACIO, DGO.",2,0,2,0,0,0,
08-jun-19,QRO.,"SAN JUAN DEL RIO, QRO.",0,2,2,0,0,0,
10-jun-19,ZAC.,"FRESNILLO, ZAC.",1,1,2,1,0,6,
13-jun-19,DGO.,"DGO., DGO.",2,0,2,0,0,0,
15-jun-19,QRO.,"JALPAN DE SERRA, QRO.",1,1,2,0,0,0,
19-jun-19,DGO.,"DGO., DGO.",1,1,2,0,0,0,
20-jun-19,VER.,"MINATITLAN, VER.",1,1,2,1,0,24,
21-jun-19,COAH.,"PIEDRAS NEGRAS, COAH.",2,0,2,0,0,0,
23-jun-19,QRO.,"PINAL DE AMOLES, QRO.",2,0,2,0,0,0,
25-jun-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",2,0,2,0,0,682,
26-jun-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",0,2,2,0,0,11,
26-jun-19,CD. MÉX.,"TLAHUAC, CD. MÉX.",1,1,2,0,0,1631,
27-jun-19,CD. MÉX.,"XOCHIMILCO, CD. MÉX.",1,1,2,0,0,0,
01-jul-19,CD. MÉX.,"XOCHIMILCO, CD. MÉX.",1,1,2,0,0,177,
02-jul-19,CD. MÉX.,"MILPA ALTA, CD. MÉX.",0,2,2,0,0,1272,
02-jul-19,COAH.,"SAN PEDRO, COAH.",0,2,2,1,0,6,
03-jul-19,CD. MÉX.,"XOCHIMILCO, CD. MÉX.",2,0,2,0,1,68,
03-jul-19,CD. MÉX.,"MILPA ALTA, CD. MÉX.",0,2,2,0,0,0,
03-jul-19,DGO.,"DGO., DGO.",1,1,2,0,0,0,
04-jul-19,AGS.,"AGS., AGS.",2,0,2,3,0,39,
04-jul-19,ZAC.,"FRESNILLO, ZAC.",0,2,2,0,0,0,
05-jul-19,ZAC.,"FRESNILLO, ZAC.",2,0,2,0,0,0,
05-jul-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",2,0,2,0,0,118,
05-jul-19,CD. MÉX.,"MILPA ALTA, CD. MÉX.",1,1,2,0,0,0,
08-jul-19,AGS.,"AGS., AGS.",1,1,2,3,0,178,
09-jul-19,ZAC.,"FRESNILLO, ZAC.",2,0,2,0,0,0,
09-jul-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",2,0,2,0,0,0,
10-jul-19,COAH.,"FRANCISCO I. MADERO, COAH.",1,1,2,0,0,0,
10-jul-19,AGS.,"AGS., AGS.",2,0,2,0,0,0,
11-jul-19,ZAC.,"FRESNILLO, ZAC.",2,0,2,1,0,161,
11-jul-19,CD. MÉX.,"TLAHUAC, CD. MÉX.",2,0,2,0,0,0,
15-jul-19,AGS.,"AGS., AGS.",0,2,2,0,0,0,
15-jul-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",2,0,2,0,0,0,
15-jul-19,CD. MÉX.,"CUAJIMALPA DE MOR., CD. MÉX.",2,0,2,0,1,7,
16-jul-19,NAY.,"TEPIC, NAY.",2,0,2,0,0,0,
17-jul-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",2,0,2,0,0,64,
18-jul-19,ZAC.,"GUADALUPE, ZAC.",2,0,2,5,0,140,
18-jul-19,CD. MÉX.,"TLAHUAC, CD. MÉX.",1,1,2,0,0,0,
22-jul-19,CD. MÉX.,"CUAJIMALPA DE MOR., CD. MÉX.",2,0,2,0,0,0,
23-jul-19,CD. MÉX.,"TLAHUAC, CD. MÉX.",2,0,2,0,0,20,
24-jul-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",1,1,2,0,0,2,
24-jul-19,JAL.,"SAYULA, JAL.",2,0,2,0,0,0,
25-jul-19,NAY.,"XALISCO, NAY.",2,0,2,0,0,0,
26-jul-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",2,0,2,0,0,100,
29-jul-19,CD. MÉX.,"BENITO JUAREZ, CD. MÉX.",1,1,2,0,0,50,
30-jul-19,COAH.,"FRANCISCO I. MADERO, COAH.",2,0,2,0,0,0,
30-jul-19,MOR.,"CUERNAVACA, MOR.",1,1,2,0,0,364,
30-jul-19,CHIH.,"NUEVO CASAS GRANDES, CHIH.",2,0,2,0,0,707,
01-ago-19,COAH.,"FRANCISCO I. MADERO, COAH.",2,0,2,0,0,0,
01-ago-19,CD. MÉX.,"BENITO JUAREZ, CD. MÉX.",1,1,2,0,0,1000,
01-ago-19,NAY.,"COMPOSTELA, NAY.",2,0,2,0,0,0,
02-ago-19,JAL.,"SAYULA, JAL.",2,0,2,0,0,0,
06-ago-19,QRO.,"QUERETARO, QRO.",2,0,2,0,1,0,
07-ago-19,MOR.,"CUERNAVACA, MOR.",2,0,2,0,0,1785,
08-ago-19,MOR.,"CUERNAVACA, MOR.",2,0,2,0,0,706,
08-ago-19,MÉX.,"COACALCO DE BERRIOZABAL, MEX.",2,0,2,0,0,18,
08-ago-19,CHIH.,"NUEVO CASAS GRANDES, CHIH.",1,1,2,0,0,47,
09-ago-19,QRO.,"QUERETARO, QRO.",1,1,2,0,0,0,
09-ago-19,AGS.,"ASIENTOS, AGS.",1,1,2,4,1,250,
09-ago-19,MOR.,"CUERNAVACA, MOR.",2,0,2,5,0,1246,
09-ago-19,CHIH.,"NUEVO CASAS GRANDES, CHIH.",2,0,2,0,0,707,
14-ago-19,MOR.,"CUERNAVACA, MOR.",2,0,2,1,0,1013,
14-ago-19,CD. MÉX.,"GUSTAVO A. MADERO, CD. MÉX.",2,0,2,0,0,152,
15-ago-19,MÉX.,"COACALCO DE BERRIOZABAL, MEX.",2,0,2,0,0,2,
15-ago-19,MOR.,"CUERNAVACA, MOR.",2,0,2,19,1,0,
15-ago-19,NAY.,"ACAPONETA, NAY.",2,0,2,0,0,0,
15-ago-19,NAY.,"TEPIC, NAY.",0,2,2,0,0,0,
15-ago-19,ZAC.,"FRESNILLO, ZAC.",2,0,2,0,0,30,
16-ago-19,AGS.,"TEPEZALÁ, AGS.",2,0,2,11,0,0,
16-ago-19,MOR.,"CUERNAVACA, MOR.",1,1,2,25,1,444,
16-ago-19,CD. MÉX.,"ALVARO OBREGON, CD. MÉX.",1,1,2,0,0,36,
17-ago-19,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,0,2,41,
17-ago-19,MÉX.,"AMECAMECA, MEX.",2,0,2,0,0,0,
19-ago-19,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,0,0,0,
19-ago-19,MOR.,"TEPOZTLAN, MOR.",2,0,2,0,0,0,
19-ago-19,MÉX.,"AXAPUSCO, MEX.",0,2,2,0,0,44,
20-ago-19,MOR.,"CUERNAVACA, MOR.",2,0,2,0,0,19,
20-ago-19,CD. MÉX.,"ALVARO OBREGON, CD. MÉX.",2,0,2,0,0,323,
20-ago-19,CHIH.,"NUEVO CASAS GRANDES, CHIH.",1,1,2,1,0,0,
20-ago-19,VER.,"LAS CHOAPAS, VER.",0,2,2,0,0,0,
20-ago-19,TLAX.,"TLAX., TLAX.",1,1,2,1,0,0,
21-ago-19,VER.,"LAS CHOAPAS, VER.",2,0,2,1,0,0,
22-ago-19,TLAX.,"TLAX., TLAX.",1,1,2,0,0,0,
22-ago-19,GTO.,"IRAPUATO, GTO.",2,0,2,0,1,0,
22-ago-19,TAMPS.,"VICTORIA, TAMPS.",1,1,2,0,0,0,
23-ago-19,JAL.,"SAYULA, JAL.",1,1,2,2,0,25,
23-ago-19,GTO.,"IRAPUATO, GTO.",1,1,2,0,0,0,
23-ago-19,MOR.,"CUERNAVACA, MOR.",2,0,2,2,0,1200,
23-ago-19,MÉX.,"AXAPUSCO, MEX.",0,2,2,0,0,0,
24-ago-19,TAMPS.,"VICTORIA, TAMPS.",2,0,2,0,0,0,
24-ago-19,TAMPS.,"MATAMOROS, TAMPS.",1,1,2,0,0,0,
25-ago-19,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,0,0,0,
26-ago-19,MÉX.,"TECAMAC, MEX.",2,0,2,0,24,228,
26-ago-19,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,0,0,0,
26-ago-19,QRO.,"QUERETARO, QRO.",1,1,2,0,0,0,
26-ago-19,TAMPS.,"MATAMOROS, TAMPS.",0,2,2,0,0,197,
26-ago-19,TLAX.,"HUAMANTLA, TLAX.",2,0,2,0,0,0,
26-ago-19,MÉX.,"TLALNEPANTLA DE BAZ, MEX.",2,0,2,0,0,0,
27-ago-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",2,0,2,0,0,25,
27-ago-19,QRO.,"QUERETARO, QRO.",1,1,2,0,0,0,
27-ago-19,MÉX.,"TECAMAC, MEX.",0,2,2,0,29,173,
28-ago-19,TLAX.,"APIZACO, TLAX.",1,1,2,0,0,0,
28-ago-19,CD. MÉX.,"MIGUEL HGO., CD. MÉX.",1,1,2,0,0,18,
28-ago-19,TAMPS.,"MATAMOROS, TAMPS.",1,1,2,0,0,0,
28-ago-19,MÉX.,"TECAMAC, MEX.",2,0,2,2,0,0,
29-ago-19,MÉX.,"ATLACOMULCO, MEX.",1,1,2,0,0,0,
29-ago-19,MÉX.,"JUCHITEPEC, MEX.",2,0,2,0,10,0,
29-ago-19,TAMPS.,"REYNOSA, TAMPS.",1,1,2,34,0,41,
30-ago-19,S.L.P.,"TANQUIAN DE ESCOBEDO, S.L.P.",2,0,2,0,0,0,
31-ago-19,MÉX.,"TLALNEPANTLA DE BAZ, MEX.",2,0,2,1,0,11,
31-ago-19,MÉX.,"JUCHITEPEC, MEX.",2,0,2,1,30,0,
02-sep-19,GTO.,"IRAPUATO, GTO.",1,1,2,0,0,0,
03-sep-19,TAMPS.,"MATAMOROS, TAMPS.",1,1,2,5,0,1,
