FECHA EVENTO,ESTADO,MUNICIPIO,CORTA,LARGA,TOTAL,CARGS,GDAS,CARTS,
16-ago-17,S.L.P.,"CIUDAD VALLES, S.L.P.",2,0,2,0,0,0,
16-ago-17,MEX.,"TEXCOCO, MEX.",1,1,2,0,0,0,
16-ago-17,CHIS.,"TUXTLA GUTIÉRREZ, CHIS.",1,1,2,0,0,0,
17-ago-17,N.L.,"MONTERREY, N.L.",2,0,2,0,0,0,
17-ago-17,D.F.,"VENUSTIANO CARRANZA, D.F.",2,0,2,0,0,0,
17-ago-17,DGO.,"DGO., DGO.",2,0,2,0,0,0,
18-ago-17,QRO.,"EL MARQUES, QRO.",1,1,2,0,0,494,
18-ago-17,DGO.,"DGO., DGO.",1,1,2,0,0,0,
18-ago-17,COAH.,"SALTILLO, COAH.",1,1,2,2,0,80,
18-ago-17,SIN.,"COSALA, SIN.",2,0,2,0,5,0,
19-ago-17,B.C.,"TIJUANA, B.C.",1,1,2,0,0,0,
21-ago-17,SIN.,"COSALA, SIN.",1,1,2,0,0,0,
22-ago-17,DGO.,"DGO., DGO.",0,2,2,0,0,0,
23-ago-17,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,1,0,0,
23-ago-17,TAMPS.,"REYNOSA, TAMPS.",1,1,2,0,0,12,
25-ago-17,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
25-ago-17,MOR.,"EMILIANO ZAPATA, MOR.",2,0,2,9,0,153,
26-ago-17,MEX.,"VILLA DE ALLENDE, MEX.",1,1,2,2,0,0,
26-ago-17,S.L.P.,"CIUDAD VALLES, S.L.P.",2,0,2,0,0,0,
27-ago-17,MEX.,"SAN MARTIN DE LAS PIRAMIDES, MEX.",1,1,2,0,0,0,
27-ago-17,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
28-ago-17,D.F.,"TLALPAN, D.F.",0,2,2,0,1,14,
28-ago-17,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
29-ago-17,COAH.,"RAMOS ARIZPE, COAH.",2,0,2,2,0,400,
29-ago-17,COAH.,"MÚZQUIZ, COAH.",0,2,2,0,0,0,
29-ago-17,B.C.,"MEXICALI, B.C.",1,1,2,0,0,0,
29-ago-17,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,0,1,0,
30-ago-17,SIN.,"ANGOSTURA, SIN.",1,1,2,0,0,0,
30-ago-17,TAMPS.,"NUEVO LAREDO, TAMPS.",2,0,2,5,0,370,
30-ago-17,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
31-ago-17,COAH.,"NUEVA ROSITA, COAH.",2,0,2,0,0,300,
31-ago-17,B.C.,"TIJUANA, B.C.",1,1,2,0,0,0,
31-ago-17,S.L.P.,"CIUDAD VALLES, S.L.P.",2,0,2,0,0,0,
31-ago-17,MEX.,"ZACAZONAPAN, MEX.",1,1,2,0,0,0,
31-ago-17,MEX.,"CHICOLOAPAN, MEX.",2,0,2,1,2,181,
31-ago-17,MEX.,"LA PAZ, MEX.",1,1,2,0,0,0,
01-sep-17,CHIH.,"HGO. DEL PARRAL, CHIH.",2,0,2,0,0,0,
01-sep-17,N.L.,"MONTERREY, N.L.",1,1,2,2,0,150,
02-sep-17,GRO.,"ATOYAC DE ALVAREZ, GRO.",1,1,2,1,0,34,
03-sep-17,VER.,"ISLA, VER.",1,1,2,0,0,0,
05-sep-17,MEX.,"ZACUALPAN, MEX.",0,2,2,0,0,0,
05-sep-17,VER.,"UXPANAPA, VER.",2,0,2,1,0,0,
05-sep-17,TAMPS.,"TAMPICO, TAMPS.",1,1,2,0,0,594,
06-sep-17,N.L.,"MONTERREY, N.L.",1,1,2,0,0,0,
07-sep-17,COAH.,"SALTILLO, COAH.",2,0,2,0,0,175,
07-sep-17,MEX.,"APAXCO, MEX.",2,0,2,0,0,954,
07-sep-17,N.L.,"MONTERREY, N.L.",0,2,2,0,0,0,
07-sep-17,MEX.,"ZACUALPAN, MEX.",0,2,2,1,0,0,
08-sep-17,QRO.,"JALPAN DE SERRA, QRO.",1,1,2,0,0,0,
08-sep-17,TAMPS.,"MATAMOROS, TAMPS.",1,1,2,1,0,28,
09-sep-17,TAMPS.,"MATAMOROS, TAMPS.",1,1,2,1,0,28,
10-sep-17,MEX.,"CHIAUTLA, MEX.",1,1,2,0,0,796,
11-sep-17,AGS.,"AGS., AGS.",2,0,2,0,0,0,
12-sep-17,B.C.,"TIJUANA, B.C.",2,0,2,0,0,0,
12-sep-17,AGS.,"AGS., AGS.",1,1,2,0,0,0,
12-sep-17,ZAC.,"TRANCOSO, ZAC.",2,0,2,0,0,0,
13-sep-17,B.C.,"MEXICALI, B.C.",0,2,2,0,0,0,
14-sep-17,ZAC.,"GUADALUPE, ZAC.",2,0,2,0,0,450,
15-sep-17,DGO.,"DGO., DGO.",1,1,2,0,0,0,
15-sep-17,AGS.,"AGS., AGS.",1,1,2,0,0,0,
15-sep-17,ZAC.,"TLALTENANGO DE SANCHEZ ROMAN, ZAC.",2,0,2,0,0,351,
15-sep-17,ZAC.,"TAB., ZAC.",1,1,2,0,0,361,
20-sep-17,ZAC.,"FRESNILLO, ZAC.",1,1,2,13,0,506,
21-sep-17,DGO.,"DGO., DGO.",0,2,2,0,0,0,
21-sep-17,ZAC.,"GUADALUPE, ZAC.",2,0,2,0,0,915,
21-sep-17,SIN.,"MOCORITO, SIN.",1,1,2,0,4,0,
22-sep-17,SON.,"HERMOSILLO, SON.",2,0,2,1,0,32,
22-sep-17,COL.,"COL., COL.",0,2,2,0,0,0,
22-sep-17,ZAC.,"JALPA, ZAC.",1,1,2,0,0,242,
22-sep-17,B.C.,"ENSENADA, B.C.",1,1,2,0,0,0,
22-sep-17,B.C.,"MEXICALI, B.C.",1,1,2,0,0,0,
22-sep-17,MEX.,"COYOTEPEC, MEX.",2,0,2,2,0,18,
24-sep-17,MEX.,"COYOTEPEC, MEX.",0,2,2,0,0,197,
24-sep-17,MEX.,"AMANALCO, MEX.",0,2,2,0,0,0,
25-sep-17,AGS.,"AGS., AGS.",2,0,2,0,0,0,
26-sep-17,DGO.,"DGO., DGO.",2,0,2,2,0,0,
27-sep-17,B.C.,"MEXICALI, B.C.",2,0,2,0,0,0,
27-sep-17,MEX.,"PAPALOTLA, MEX.",1,1,2,0,0,0,
28-sep-17,COAH.,"SALTILLO, COAH.",2,0,2,0,0,0,
28-sep-17,COAH.,"RAMOS ARIZPE, COAH.",1,1,2,0,0,149,
28-sep-17,MEX.,"ATIZAPAN, MEX.",1,1,2,0,0,0,
29-sep-17,ZAC.,"EL PLATEADO DE JOAQUIN AMARO, ZAC.",1,1,2,0,0,0,
29-sep-17,COAH.,"SALTILLO, COAH.",1,1,2,0,0,0,
29-sep-17,COAH.,"RAMOS ARIZPE, COAH.",2,0,2,0,0,0,
29-sep-17,MEX.,"TIANGUISTENCO, MEX.",2,0,2,0,0,0,
29-sep-17,SIN.,"AHOME, SIN.",2,0,2,0,7,0,
29-sep-17,GRO.,"COYUCA DE BENITEZ, GRO.",1,1,2,0,0,0,
30-sep-17,MEX.,"ATIZAPAN, MEX.",2,0,2,0,0,0,
30-sep-17,TAMPS.,"MATAMOROS, TAMPS.",0,2,2,0,0,0,
01-oct-17,B.C.,"TIJUANA, B.C.",2,0,2,0,1,0,
02-oct-17,ZAC.,"GUADALUPE, ZAC.",2,0,2,0,0,14,
03-oct-17,COAH.,"SALTILLO, COAH.",2,0,2,0,0,0,
03-oct-17,SON.,"HERMOSILLO, SON.",1,1,2,0,0,54,
04-oct-17,SON.,"HERMOSILLO, SON.",0,2,2,0,0,84,
05-oct-17,SIN.,"AHOME, SIN.",2,0,2,0,0,0,
05-oct-17,CHIS.,"OCOSINGO, CHIS.",0,2,2,0,0,0,
06-oct-17,N.L.,"GALEANA, N.L.",2,0,2,0,0,0,
07-oct-17,SON.,"HERMOSILLO, SON.",1,1,2,0,0,7,
11-oct-17,AGS.,"AGS., AGS.",2,0,2,1,0,0,
15-oct-17,TAMPS.,"MATAMOROS, TAMPS.",2,0,2,1,0,37,
16-oct-17,DGO.,"DGO., DGO.",1,1,2,0,0,0,
18-oct-17,B.C.,"MEXICALI, B.C.",0,2,2,0,0,0,
18-oct-17,SIN.,"GUASAVE, SIN.",1,1,2,0,0,0,
19-oct-17,COL.,"COL., COL.",1,1,2,0,0,0,
20-oct-17,DGO.,"GOMEZ PALACIO, DGO.",1,1,2,0,0,0,
20-oct-17,ZAC.,"MOMAX, ZAC.",2,0,2,2,0,325,
20-oct-17,SON.,"HERMOSILLO, SON.",2,0,2,17,1,130,
20-oct-17,GRO.,"ATOYAC DE ALVAREZ, GRO.",0,2,2,1,0,0,
21-oct-17,TAMPS.,"MATAMOROS, TAMPS.",0,2,2,2,0,1,
23-oct-17,SIN.,"CULIACAN, SIN.",1,1,2,0,10,0,
25-oct-17,B.C.,"TIJUANA, B.C.",1,1,2,0,0,0,
25-oct-17,SON.,"ALAMOS, SON.",2,0,2,1,0,0,
25-oct-17,N.L.,"MONTERREY, N.L.",0,2,2,2,0,0,
26-oct-17,N.L.,"MONTERREY, N.L.",0,2,2,2,0,40,
27-oct-17,COAH.,"ACUÑA, COAH.",2,0,2,0,0,0,
27-oct-17,CHIS.,"OCOSINGO, CHIS.",1,1,2,0,0,0,
29-oct-17,N.L.,"MONTERREY, N.L.",0,2,2,2,0,0,
31-oct-17,CHIH.,"NUEVO CASAS GRANDES, CHIH.",2,0,2,0,0,97,
03-nov-17,TAMPS.,"MATAMOROS, TAMPS.",1,1,2,5,0,34,
04-nov-17,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,0,0,0,
04-nov-17,TAMPS.,"MATAMOROS, TAMPS.",1,1,2,0,0,0,
07-nov-17,SIN.,"MAZATLAN, SIN.",2,0,2,0,0,0,
07-nov-17,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,1,0,0,
08-nov-17,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,0,0,0,
09-nov-17,ZAC.,"GUADALUPE, ZAC.",1,1,2,0,0,120,
09-nov-17,S.L.P.,"CIUDAD VALLES, S.L.P.",2,0,2,0,0,0,
09-nov-17,S.L.P.,"SAN LUIS POTOSI, S.L.P.",1,1,2,0,0,0,
10-nov-17,SIN.,"MAZATLAN, SIN.",2,0,2,0,0,0,
10-nov-17,B.C.,"TIJUANA, B.C.",0,2,2,0,0,0,
10-nov-17,S.L.P.,"CIUDAD VALLES, S.L.P.",2,0,2,0,0,0,
11-nov-17,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,6,0,0,
13-nov-17,SON.,"HERMOSILLO, SON.",2,0,2,0,0,0,
14-nov-17,N.L.,"MONTERREY, N.L.",1,1,2,0,0,57,
14-nov-17,GRO.,"ATOYAC DE ALVAREZ, GRO.",0,2,2,0,0,0,
15-nov-17,S.L.P.,"CIUDAD VALLES, S.L.P.",2,0,2,2,0,27,
15-nov-17,D.F.,"COYOACAN, D.F.",2,0,2,0,3,0,
15-nov-17,N.L.,"MONTERREY, N.L.",2,0,2,2,0,30,
16-nov-17,N.L.,"MONTERREY, N.L.",1,1,2,8,0,0,
16-nov-17,SIN.,"MAZATLAN, SIN.",1,1,2,0,3,0,
16-nov-17,S.L.P.,"CIUDAD VALLES, S.L.P.",2,0,2,0,0,4,
17-nov-17,B.C.,"MEXICALI, B.C.",1,1,2,0,1,0,
18-nov-17,TAMPS.,"MATAMOROS, TAMPS.",2,0,2,2,0,6,
22-nov-17,GTO.,"CELAYA, GTO.",2,0,2,0,0,0,
24-nov-17,S.L.P.,"SAN LUIS POTOSI, S.L.P.",0,2,2,0,0,0,
25-nov-17,DGO.,"DGO., DGO.",2,0,2,2,0,0,
26-nov-17,TAMPS.,"MATAMOROS, TAMPS.",1,1,2,1,0,0,
28-nov-17,N.L.,"MONTERREY, N.L.",2,0,2,0,0,0,
29-nov-17,N.L.,"MONTERREY, N.L.",1,1,2,0,0,0,
30-nov-17,B.C.,"MEXICALI, B.C.",1,1,2,0,0,0,
30-nov-17,GTO.,"CELAYA, GTO.",2,0,2,0,0,0,
01-dic-17,ZAC.,"ZAC., ZAC.",1,1,2,0,0,0,
01-dic-17,ZAC.,"FRESNILLO, ZAC.",1,1,2,8,0,0,
01-dic-17,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,15,0,0,
02-dic-17,ZAC.,"ZAC., ZAC.",1,1,2,0,0,0,
02-dic-17,ZAC.,"FRESNILLO, ZAC.",1,1,2,8,0,0,
04-dic-17,ZAC.,"GUADALUPE, ZAC.",2,0,2,35,0,1350,
05-dic-17,B.C.,"ENSENADA, B.C.",1,1,2,0,0,0,
06-dic-17,N.L.,"MONTERREY, N.L.",1,1,2,0,0,35,
06-dic-17,N.L.,"MONTERREY, N.L.",1,1,2,7,0,13,
08-dic-17,ZAC.,"GUADALUPE, ZAC.",2,0,2,6,0,108,
08-dic-17,JAL.,"PUERTO VALLARTA, JAL.",1,1,2,0,0,0,
09-dic-17,JAL.,"PUERTO VALLARTA, JAL.",1,1,2,0,0,0,
11-dic-17,N.L.,"AGUALEGUAS, N.L.",1,1,2,1,0,0,
11-dic-17,S.L.P.,"CIUDAD VALLES, S.L.P.",2,0,2,8,0,0,
13-dic-17,DGO.,"GOMEZ PALACIO, DGO.",2,0,2,0,0,0,
13-dic-17,ZAC.,"GUADALUPE, ZAC.",2,0,2,33,0,298,
14-dic-17,B.C.,"TIJUANA, B.C.",0,2,2,0,0,0,
14-dic-17,N.L.,"MONTERREY, N.L.",2,0,2,0,0,0,
15-dic-17,B.C.,"TIJUANA, B.C.",1,1,2,0,0,0,
15-dic-17,DGO.,"GOMEZ PALACIO, DGO.",2,0,2,2,0,0,
18-dic-17,HGO.,"TULANCINGO DE BRAVO, HGO.",0,2,2,0,0,182,
18-dic-17,N.L.,"APODACA, N.L.",1,1,2,2,0,66,
19-dic-17,N.L.,"MONTERREY, N.L.",2,0,2,0,0,1730,
21-dic-17,B.C.,"ENSENADA, B.C.",1,1,2,0,0,0,
21-dic-17,N.L.,"AGUALEGUAS, N.L.",2,0,2,1,1,876,
22-dic-17,D.F.,"CUAUHTEMOC, D.F.",1,1,2,0,0,0,
02-ene-18,B.C.,"ENSENADA, B.C.",0,2,2,0,0,0,
07-ene-18,B.C.,"TIJUANA, B.C.",2,0,2,0,0,0,
08-ene-18,COAH.,"SALTILLO, COAH.",1,1,2,0,0,22,
08-ene-18,B.C.,"TIJUANA, B.C.",2,0,2,0,0,0,
09-ene-18,COAH.,"SALTILLO, COAH.",0,2,2,1,0,0,
10-ene-18,B.C.,"TIJUANA, B.C.",2,0,2,0,0,0,
10-ene-18,COAH.,"MONCLOVA, COAH.",2,0,2,1,0,2,
10-ene-18,COAH.,"MÚZQUIZ, COAH.",0,2,2,0,0,0,
11-ene-18,B.C.,"TIJUANA, B.C.",0,2,2,3,0,160,
12-ene-18,COAH.,"TORREÓN, COAH.",0,2,2,0,0,0,
12-ene-18,COAH.,"RAMOS ARIZPE, COAH.",2,0,2,1,0,0,
13-ene-18,COAH.,"MONCLOVA, COAH.",2,0,2,1,0,3,
15-ene-18,COAH.,"TORREÓN, COAH.",1,1,2,1,0,20,
15-ene-18,COAH.,"FRANCISCO I. MADERO, COAH.",1,1,2,1,0,0,
15-ene-18,COAH.,"PIEDRAS NEGRAS, COAH.",1,1,2,0,0,0,
15-ene-18,B.C.,"ENSENADA, B.C.",0,2,2,0,0,0,
16-ene-18,COAH.,"TORREÓN, COAH.",2,0,2,1,0,185,
18-ene-18,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
19-ene-18,COAH.,"SAN PEDRO, COAH.",2,0,2,0,0,0,
22-ene-18,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
22-ene-18,COAH.,"MÚZQUIZ, COAH.",1,1,2,0,0,0,
23-ene-18,COAH.,"RAMOS ARIZPE, COAH.",2,0,2,1,0,0,
23-ene-18,B.C.,"TIJUANA, B.C.",2,0,2,0,0,0,
23-ene-18,GTO.,"IRAPUATO, GTO.",1,1,2,0,0,1,
24-ene-18,COAH.,"FRANCISCO I. MADERO, COAH.",2,0,2,0,0,0,
24-ene-18,COAH.,"RAMOS ARIZPE, COAH.",1,1,2,0,0,21,
24-ene-18,COAH.,"PIEDRAS NEGRAS, COAH.",1,1,2,0,0,0,
25-ene-18,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
25-ene-18,COAH.,"ACUÑA, COAH.",0,2,2,0,0,0,
26-ene-18,COAH.,"TORREÓN, COAH.",1,1,2,1,0,0,
27-ene-18,TAMPS.,"MATAMOROS, TAMPS.",2,0,2,1,0,0,
29-ene-18,ZAC.,"GUADALUPE, ZAC.",2,0,2,29,0,33,
30-ene-18,ZAC.,"ZAC., ZAC.",2,0,2,0,0,0,
30-ene-18,COAH.,"TORREÓN, COAH.",2,0,2,0,1,0,
30-ene-18,COAH.,"SAN PEDRO, COAH.",1,1,2,0,0,0,
30-ene-18,COAH.,"ACUÑA, COAH.",1,1,2,2,0,0,
31-ene-18,ZAC.,"FRESNILLO, ZAC.",2,0,2,36,0,293,
01-feb-18,COAH.,"PIEDRAS NEGRAS, COAH.",2,0,2,1,0,0,
02-feb-18,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
02-feb-18,COAH.,"PIEDRAS NEGRAS, COAH.",2,0,2,1,0,0,
03-feb-18,COAH.,"ACUÑA, COAH.",1,1,2,0,0,0,
06-feb-18,COAH.,"TORREÓN, COAH.",2,0,2,1,0,18,
07-feb-18,TAMPS.,"REYNOSA, TAMPS.",0,2,2,0,0,0,
07-feb-18,B.C.,"TIJUANA, B.C.",2,0,2,0,0,0,
08-feb-18,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
08-feb-18,COAH.,"PIEDRAS NEGRAS, COAH.",0,2,2,11,0,993,
08-feb-18,COAH.,"NUEVA ROSITA, COAH.",0,2,2,0,1,0,
10-feb-18,DGO.,"GOMEZ PALACIO, DGO.",2,0,2,0,1,0,
12-feb-18,VER.,"SAN RAFAEL, VER.",2,0,2,0,0,20,
12-feb-18,D.F.,"TLAHUAC, D.F.",0,2,2,0,0,0,
12-feb-18,COAH.,"MONCLOVA, COAH.",2,0,2,5,1,69,
13-feb-18,ZAC.,"ZAC., ZAC.",2,0,2,20,0,250,
14-feb-18,SIN.,"CULIACAN, SIN.",2,0,2,0,0,0,
15-feb-18,COAH.,"MONCLOVA, COAH.",2,0,2,1,0,50,
15-feb-18,COAH.,"MÚZQUIZ, COAH.",1,1,2,0,0,0,
15-feb-18,SIN.,"CULIACAN, SIN.",2,0,2,0,0,0,
16-feb-18,COAH.,"PIEDRAS NEGRAS, COAH.",0,2,2,5,0,1156,
17-feb-18,DGO.,"GOMEZ PALACIO, DGO.",2,0,2,0,1,0,
19-feb-18,COAH.,"PIEDRAS NEGRAS, COAH.",1,1,2,3,0,313,
21-feb-18,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
21-feb-18,COAH.,"MONCLOVA, COAH.",0,2,2,0,0,0,
21-feb-18,COAH.,"PIEDRAS NEGRAS, COAH.",2,0,2,0,0,230,
21-feb-18,SIN.,"CULIACAN, SIN.",2,0,2,0,0,0,
22-feb-18,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
23-feb-18,COAH.,"ACUÑA, COAH.",1,1,2,0,0,0,
24-feb-18,TAMPS.,"MATAMOROS, TAMPS.",2,0,2,4,0,30,
28-feb-18,COAH.,"PIEDRAS NEGRAS, COAH.",1,1,2,0,0,0,
28-feb-18,COAH.,"MÚZQUIZ, COAH.",1,1,2,6,0,0,
28-feb-18,COAH.,"ACUÑA, COAH.",0,2,2,1,0,0,
02-mar-18,DGO.,"GOMEZ PALACIO, DGO.",1,1,2,0,0,0,
05-mar-18,DGO.,"GOMEZ PALACIO, DGO.",2,0,2,0,0,0,
06-mar-18,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,1,0,0,
07-mar-18,COAH.,"SALTILLO, COAH.",2,0,2,1,0,24,
07-mar-18,TAMPS.,"NUEVO LAREDO, TAMPS.",0,2,2,0,0,0,
08-mar-18,DGO.,"GOMEZ PALACIO, DGO.",1,1,2,0,0,0,
10-mar-18,DGO.,"GOMEZ PALACIO, DGO.",1,1,2,0,0,0,
12-mar-18,ZAC.,"GUADALUPE, ZAC.",2,0,2,0,0,5,
13-mar-18,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
13-mar-18,ZAC.,"ZAC., ZAC.",1,1,2,0,0,14,
14-mar-18,SIN.,"MAZATLAN, SIN.",0,2,2,0,0,0,
14-mar-18,ZAC.,"GUADALUPE, ZAC.",2,0,2,0,0,1,
15-mar-18,QRO.,"EZEQUIEL MONTES, QRO.",1,1,2,0,0,0,
15-mar-18,QRO.,"QUERETARO, QRO.",2,0,2,0,0,23,
16-mar-18,ZAC.,"GUADALUPE, ZAC.",1,1,2,0,0,190,
20-mar-18,QRO.,"QUERETARO, QRO.",2,0,2,0,1,0,
21-mar-18,QRO.,"QUERETARO, QRO.",1,1,2,0,0,0,
21-mar-18,GRO.,"TECPAN DE GALEANA, GRO.",0,2,2,1,0,2,
22-mar-18,COAH.,"ACUÑA, COAH.",0,2,2,0,0,0,
22-mar-18,QRO.,"QUERETARO, QRO.",1,1,2,2,1,0,
23-mar-18,COAH.,"SALTILLO, COAH.",2,0,2,0,0,15,
23-mar-18,COAH.,"ACUÑA, COAH.",0,2,2,0,0,0,
23-mar-18,SIN.,"MAZATLAN, SIN.",2,0,2,0,0,0,
23-mar-18,VER.,"RIO BLANCO, VER.",2,0,2,0,0,12,
26-mar-18,S.L.P.,"SAN LUIS POTOSI, S.L.P.",2,0,2,9,0,0,
27-mar-18,COAH.,"SALTILLO, COAH.",2,0,2,5,1,182,
27-mar-18,COAH.,"MONCLOVA, COAH.",1,1,2,1,0,16,
28-mar-18,VER.,"MARTINEZ DE LA TORRE, VER.",2,0,2,0,0,0,
29-mar-18,S.L.P.,"SAN LUIS POTOSI, S.L.P.",1,1,2,5,0,0,
05-abr-18,TAMPS.,"REYNOSA, TAMPS.",1,1,2,0,0,350,
09-jul-18,SIN.,"SALVADOR ALVARADO, SIN.",2,0,2,0,0,0,
11-jul-18,B.C.,"MEXICALI, B.C.",0,2,2,0,0,0,
18-jul-18,N.L.,"MONTERREY, N.L.",0,2,2,1,0,20,
19-jul-18,GTO.,"IRAPUATO, GTO.",1,1,2,0,0,0,
24-jul-18,GTO.,"IRAPUATO, GTO.",2,0,2,0,2,20,
24-jul-18,GTO.,"CELAYA, GTO.",2,0,2,0,1,108,
25-jul-18,GTO.,"CELAYA, GTO.",1,1,2,0,0,0,
27-jul-18,TLAX.,"TLAX., TLAX.",1,1,2,0,0,0,
29-jul-18,TAB.,"EMILIANO ZAPATA, TAB.",2,0,2,1,0,0,
31-jul-18,B.C.,"TIJUANA, B.C.",2,0,2,0,0,0,
01-ago-18,GTO.,"IRAPUATO, GTO.",2,0,2,0,0,0,
01-ago-18,GTO.,"CELAYA, GTO.",2,0,2,0,0,0,
06-ago-18,MEX.,"ZUMPANGO, MEX.",1,1,2,0,0,0,
07-ago-18,MEX.,"ZUMPANGO, MEX.",2,0,2,0,0,29,
08-ago-18,N.L.,"MONTERREY, N.L.",0,2,2,38,0,185,
08-ago-18,DGO.,"DGO., DGO.",1,1,2,0,0,0,
08-ago-18,GTO.,"CELAYA, GTO.",1,1,2,1,1,1,
08-ago-18,TLAX.,"HUAMANTLA, TLAX.",0,2,2,0,0,0,
08-ago-18,TLAX.,"EL CARMEN TEQUEXQUITLA, TLAX.",2,0,2,0,0,0,
09-ago-18,TLAX.,"EL CARMEN TEQUEXQUITLA, TLAX.",1,1,2,0,0,0,
09-ago-18,COAH.,"SALTILLO, COAH.",2,0,2,1,0,55,
09-ago-18,TAMPS.,"EL MANTE, TAMPS.",2,0,2,0,0,0,
09-ago-18,GTO.,"CELAYA, GTO.",1,1,2,0,0,103,
10-ago-18,TAMPS.,"VICTORIA, TAMPS.",2,0,2,0,0,1039,
10-ago-18,TAMPS.,"TAMPICO, TAMPS.",2,0,2,0,0,0,
10-ago-18,GTO.,"IRAPUATO, GTO.",2,0,2,0,0,0,
10-ago-18,GTO.,"CELAYA, GTO.",1,1,2,0,0,0,
10-ago-18,CHIS.,"TAPACHULA, CHIS.",0,2,2,0,0,193,
10-ago-18,COAH.,"NUEVA ROSITA, COAH.",1,1,2,1,0,0,
10-ago-18,MEX.,"CHALCO, MEX.",0,2,2,0,0,73,
11-ago-18,TAMPS.,"MIER, TAMPS.",1,1,2,0,0,700,
11-ago-18,TLAX.,"HUAMANTLA, TLAX.",1,1,2,0,0,0,
11-ago-18,TAMPS.,"CIUDAD MADERO, TAMPS.",1,1,2,0,0,0,
11-ago-18,TAMPS.,"MIER, TAMPS.",1,1,2,0,0,0,
13-ago-18,CHIS.,"TUXTLA GUTIÉRREZ, CHIS.",1,1,2,1,0,99,
13-ago-18,CHIS.,"TAPACHULA, CHIS.",1,1,2,0,0,95,
14-ago-18,SIN.,"NAVOLATO, SIN.",1,1,2,0,0,0,
14-ago-18,TAMPS.,"CIUDAD MADERO, TAMPS.",1,1,2,0,0,648,
14-ago-18,COAH.,"MONCLOVA, COAH.",2,0,2,0,0,100,
14-ago-18,D.F.,"BENITO JUAREZ, D.F.",0,2,2,0,11,112,
14-ago-18,MEX.,"CHALCO, MEX.",2,0,2,0,0,233,
14-ago-18,CHIS.,"TUXTLA GUTIÉRREZ, CHIS.",1,1,2,0,0,63,
14-ago-18,CHIS.,"TAPACHULA, CHIS.",1,1,2,0,0,0,
15-ago-18,MEX.,"CHALCO, MEX.",2,0,2,0,0,31,
15-ago-18,MEX.,"CUAUTITLAN IZCALLI, MEX.",2,0,2,0,0,0,
16-ago-18,COAH.,"MATAMOROS, COAH.",1,1,2,0,0,0,
16-ago-18,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
16-ago-18,COAH.,"TORREÓN, COAH.",1,1,2,0,0,0,
16-ago-18,N.L.,"MONTERREY, N.L.",2,0,2,2,0,0,
16-ago-18,TAMPS.,"MATAMOROS, TAMPS.",2,0,2,0,0,433,
16-ago-18,MEX.,"SAN MATEO ATENCO, MEX.",2,0,2,0,0,0,
16-ago-18,CHIS.,"TAPACHULA, CHIS.",2,0,2,9,1,131,
16-ago-18,TAMPS.,"MAINERO, TAMPS.",2,0,2,0,0,559,
16-ago-18,TAMPS.,"TAMPICO, TAMPS.",2,0,2,0,0,6,
17-ago-18,GTO.,"CELAYA, GTO.",2,0,2,0,0,18,
17-ago-18,TAMPS.,"TAMPICO, TAMPS.",2,0,2,0,0,160,
17-ago-18,TAMPS.,"VICTORIA, TAMPS.",2,0,2,0,0,18,
17-ago-18,TAMPS.,"REYNOSA, TAMPS.",2,0,2,2,0,175,
18-ago-18,VER.,"TUXPAM, VER.",2,0,2,0,0,0,
20-ago-18,COAH.,"SALTILLO, COAH.",1,1,2,1,1,192,
20-ago-18,DGO.,"DGO., DGO.",2,0,2,0,0,0,
20-ago-18,MEX.,"ZACUALPAN, MEX.",1,1,2,0,0,0,
20-ago-18,TAMPS.,"CIUDAD MADERO, TAMPS.",1,1,2,1,0,150,
20-ago-18,TAMPS.,"NUEVO LAREDO, TAMPS.",2,0,2,0,0,122,
21-ago-18,TLAX.,"NATIVITAS, TLAX.",2,0,2,0,0,0,
21-ago-18,B.C.,"TIJUANA, B.C.",0,2,2,0,1,0,
21-ago-18,B.C.,"TIJUANA, B.C.",1,1,2,0,1,0,
22-ago-18,COAH.,"TORREÓN, COAH.",2,0,2,1,0,7,
22-ago-18,MEX.,"TLALNEPANTLA DE BAZ, MEX.",1,1,2,0,0,144,
